YearHeader,Station,Purpose,Date,Stlkey,Year,O32_count,O32_weight,U32_weight,U32_count,Effective_skates_hauled,Max_depth_fm,Min_depth_fm,AvgNo_hook_skate,No_skates_hauled,Statarea,Year_Created,Total_halibut_count,Total_net_weight,Lat _Grid_target,Lon_Grid_target,Lat_fished,Lon_fished,Number_Records
2005,1055,Standard grid,4-Jul-05,20050426,2005,2,44,0,0,7.03,77,75,100,7,30,1998,2,44,46,-124.4,46 00.02,124 24.09,1
2005,1030,Standard grid,24-Jul-05,20051001,2005,0,0,0,0,7.03,34,33,100,7,20,1998,0,0,44.667,-124.183,44 39.91,124 11.08,1
2005,6110,Standard grid,10-Jun-05,20050459,2005,7,212,0,0,6.96,60,51,99,7,"523,179",1998,7,212,52.5,-179.683,52 30.00,179 41.03,1
2005,6109,Standard grid,1-Jun-05,20050432,2005,18,606,0,0,7.1,290,162,101,7,"523,173",1998,18,606,52.5,-173.617,52 29.63,173 37.00,1
2005,1050,Standard grid,16-Jul-05,20050701,2005,4,52,0,0,7.03,191,152,100,7,30,1998,4,52,45.667,-124.65,45 39.98,124 39.03,1
2005,6104,Standard grid,11-Jun-05,20050464,2005,4,275,0,0,7.17,62,51,102,7,"520,179",1998,4,275,52.167,-179.967,52 10.00,179 58.05,1
2005,1068,Standard grid,29-Jun-05,20050412,2005,2,45,7,1,7.03,25,24,100,7,40,1998,3,51,47.167,-124.4,47 10.00,124 24.02,1
2005,1011,Standard grid,3-Aug-05,20051021,2005,0,0,8,1,6.96,107,96,99,7,9,1998,1,8,43.333,-124.667,43 19.95,124 40.03,1
2005,6112,Standard grid,10-Jun-05,20050458,2005,19,698,7,1,6.96,74,58,99,7,"523,179",1998,20,705,52.667,-179.417,52 39.99,179 24.21,1
2005,1001,Standard grid,6-Aug-05,20051031,2005,0,0,16,2,7.03,52,50,100,7,8,1998,2,16,42,-124.45,42 00.06,124 27.05,1
2005,1028,Standard grid,24-Jul-05,20051002,2005,1,23,0,0,6.96,30,30,99,7,20,1998,1,23,44.5,-124.2,44 29.98,124 12.02,1
2005,1013,Standard grid,1-Aug-05,20051019,2005,0,0,26,3,7.03,212,197,100,7,9,1998,3,26,43.5,-124.667,43 30.10,124 40.11,1
2005,2105,Standard grid,13-Jun-05,20050204,2005,1,16,0,0,6.96,228,214,100,7,112,1998,1,16,52.167,-130.317,52 09.86,130 18.96,1
2005,4022,Standard grid,2-Jun-05,20050055,2005,0,0,0,0,7.03,88,84,100,7,185,1998,0,0,58.5,-137.783,58 30.00,137 46.27,1
2005,6108,Standard grid,11-Jun-05,20050461,2005,11,295,0,0,7.03,71,65,100,7,"520,179",1998,11,295,52.333,-179.95,52 19.98,179 57.12,1
2005,1036,Standard grid,25-Jul-05,20051003,2005,12,287,0,0,6.96,207,165,99,7,20,1998,12,287,44.833,-124.65,44 50.02,124 38.93,1
2005,6116,Standard grid,9-Aug-05,20051163,2005,1,50,0,0,7.03,92,70,100,7,470,1998,1,50,51.667,175.65,51 40.04,275 38.98,1
2005,1003,Standard grid,5-Aug-05,20051029,2005,3,47,10,1,6.96,190,121,99,7,8,1998,4,57,42.333,-124.683,42 20.03,124 41.03,1
2005,1018,Standard grid,30-Jul-05,20051014,2005,0,0,0,0,7.03,68,67,100,7,10,1998,0,0,44,-124.433,43 59.92,124 25.98,1
2005,3035,Standard grid,4-Aug-05,20051117,2005,2,65,0,0,6.96,229,214,99,7,143,1998,2,65,55.333,-131.967,55 20.08,131 58.00,1
2005,7004,Standard grid,20-Aug-05,20051178,2005,14,428,0,0,7.03,269,256,100,7,"543,166",1998,14,428,54.5,-166.883,54 29.79,166 52.87,1
2005,1022,Standard grid,30-Jul-05,20051013,2005,0,0,0,0,7.03,57,53,100,7,10,1998,0,0,44.167,-124.433,44 09.93,124 26.00,1
2005,1007,Standard grid,4-Aug-05,20051025,2005,2,26,0,0,7.03,222,210,100,7,9,1998,2,26,42.833,-124.9,42 50.03,124 53.99,1
2005,6142,Standard grid,7-Aug-05,20051158,2005,15,565,0,0,7.03,218,176,100,7,"523,274",1998,15,565,52.5,174.567,52 30.00,274 33.84,1
2005,1021,Standard grid,27-Jul-05,20051004,2005,0,0,0,0,7.03,31,30,100,7,10,1998,0,0,44.167,-124.2,44 10.04,124 12.02,1
2005,1039,Standard grid,20-Jul-05,20050712,2005,0,0,0,0,7.03,254,244,100,7,20,1998,0,0,45,-124.65,45 00.07,124 39.10,1
2005,6119,Standard grid,9-Aug-05,20051164,2005,1,13,0,0,7.1,62,53,101,7,470,1998,1,13,51.833,175.65,51 50.12,275 38.97,1
2005,1025,Standard grid,27-Jul-05,20051005,2005,0,0,0,0,7.03,31,30,100,7,10,1998,0,0,44.333,-124.2,44 20.02,124 12.04,1
2005,6124,Standard grid,8-Aug-05,20051162,2005,3,238,0,0,6.96,60,51,99,7,470,1998,3,238,52,175.933,52 00.13,275 55.90,1
2005,1009,Standard grid,4-Aug-05,20051024,2005,2,31,9,1,7.03,262,186,100,7,9,1998,3,40,43,-124.9,43 00.03,124 54.06,1
2005,6120,Standard grid,9-Aug-05,20051165,2005,0,0,0,0,6.96,127,51,99,7,470,1998,0,0,51.833,175.933,51 49.94,275 55.95,1
2005,6156,Standard grid,23-Jul-05,20050883,2005,2,126,0,0,7.03,64,62,100,7,500,1998,2,126,53.167,170.95,53 09.97,270 56.92,1
2005,1017,Standard grid,31-Jul-05,20051015,2005,2,31,0,0,7.03,206,176,100,7,10,1998,2,31,43.833,-124.667,43 50.02,124 39.91,1
2005,6131,Standard grid,8-Aug-05,20051161,2005,3,117,0,0,7.03,209,196,100,7,480,1998,3,117,52.167,175.383,52 10.02,275 23.06,1
2005,1015,Standard grid,1-Aug-05,20051018,2005,3,111,0,0,6.96,228,223,99,7,10,1998,3,111,43.667,-124.667,43 40.05,124 40.14,1
2005,1033,Standard grid,25-Jul-05,20050998,2005,0,0,0,0,7.03,307,279,100,7,20,1998,0,0,44.667,-124.9,44 40.02,124 54.34,1
2005,1041,Standard grid,19-Jul-05,20050711,2005,0,0,0,0,7.03,208,197,100,7,20,1998,0,0,45.167,-124.417,45 09.91,124 24.89,1
2005,1043,Standard grid,18-Jul-05,20050708,2005,0,0,0,0,7.03,203,194,100,7,20,1998,0,0,45.333,-124.417,45 19.94,124 25.16,1
2005,1044,Standard grid,18-Jul-05,20050707,2005,0,0,0,0,6.96,260,242,99,7,20,1998,0,0,45.333,-124.65,45 20.05,124 39.09,1
2005,1047,Standard grid,18-Jul-05,20050706,2005,0,0,0,0,7.03,263,248,100,7,30,1998,0,0,45.5,-124.65,45 30.20,124 39.15,1
2005,1052,Standard grid,15-Jul-05,20050699,2005,5,115,0,0,7.03,83,81,100,7,30,1998,5,115,45.833,-124.417,45 49.97,124 24.98,1
2005,6029,Standard grid,10-Jul-05,20050982,2005,0,0,0,0,6.96,280,245,99,7,360,1998,0,0,53.333,-166.083,53 20.11,166 04.79,1
2005,6102,Standard grid,11-Jun-05,20050463,2005,16,675,0,0,7.03,177,149,100,7,"520,179",1998,16,675,52.167,-179.7,52 09.89,179 42.00,1
2005,6106,Standard grid,11-Jun-05,20050462,2005,6,413,0,0,7.03,220,138,101,7,"520,179",1998,6,413,52.333,-179.683,52 20.00,179 41.12,1
2005,6111,Standard grid,10-Jun-05,20050460,2005,0,0,0,0,6.89,235,220,98,7,"523,279",1998,0,0,52.5,179.767,52 30.00,279 46.27,1
2005,6117,Standard grid,13-Aug-05,20051173,2005,25,"1,069",0,0,7.03,211,158,100,7,460,1998,25,"1,069",51.667,178.067,51 40.34,278 04.08,1
2005,6154,Standard grid,23-Jul-05,20050884,2005,0,0,0,0,7.03,287,182,100,7,500,1998,0,0,53,170.967,52 59.95,270 57.89,1
2005,6157,Standard grid,23-Jul-05,20050882,2005,0,0,0,0,7.03,293,153,100,7,510,1998,0,0,53.333,170.65,53 20.03,270 39.06,1
2005,7056,Standard grid,23-Jun-05,20050492,2005,17,514,0,0,7.1,318,229,101,7,"570,173",1998,17,514,57,-173.717,57 00.02,173 42.97,1
2006,4204,Standard grid,4-Jul-06,20060814,2006,156,"2,240","1,780",208,6.02,46,41,100,6,260,1998,364,"4,020",58.333,-149.85,58 20.01,149 51.22,1
2006,4205,Standard grid,2-Jul-06,20060809,2006,145,"2,670","1,458",186,6.02,30,28,100,6,260,1998,331,"4,128",58.333,-150.167,58 20.01,150 10.04,1
2006,4277,Standard grid,13-Jun-06,20060330,2006,264,"3,631","1,442",162,6.02,41,37,100,6,260,1998,426,"5,072",58.333,-151.433,58 19.99,151 25.89,1
2006,4366,Standard grid,2-Jun-06,20060030,2006,80,"1,348","1,515",196,6.02,45,39,100,6,261,1998,276,"2,863",59.333,-152.15,59 19.88,152 08.88,1
2006,4306,Standard grid,22-Jun-06,20060440,2006,88,"1,662",774,100,6.02,36,33,100,6,280,1998,188,"2,436",56.833,-152.883,56 49.94,152 53.08,1
2006,4213,Standard grid,10-Jul-06,20060852,2006,60,915,957,144,5.96,49,44,100,6,260,1998,204,"1,872",58.5,-150.483,58 29.96,150 29.00,1
2006,5129,Standard grid,21-Aug-06,20061078,2006,59,"1,426",831,124,5.96,53,47,99,6,310,1998,183,"2,257",55.667,-158.683,55 40.00,158 41.25,1
2006,4264,Standard grid,21-Jul-06,20061135,2006,86,"1,900",977,124,6.02,46,43,100,6,260,1998,210,"2,877",58,-151.1,57 59.91,151 06.01,1
2006,3048,Standard grid,4-Jul-06,20060632,2006,36,483,"1,079",155,5.96,67,63,99,6,150,1998,191,"1,562",55.333,-134.017,55 20.00,134 01.22,1
2006,4375,Standard grid,3-Jun-06,20060033,2006,61,875,"1,389",177,6.02,31,27,100,6,261,1998,238,"2,264",59.833,-152.183,59 50.09,152 10.84,1
2006,5107,Standard grid,2-Aug-06,20061263,2006,44,807,989,139,5.96,45,43,99,6,310,1998,183,"1,797",55.167,-157.817,55 10.03,157 49.01,1
2006,4298,Standard grid,22-Jun-06,20060441,2006,153,"2,570",886,108,6.02,39,38,100,6,280,1998,261,"3,456",56.667,-152.867,56 40.05,152 52.27,1
2006,4254,Standard grid,14-Jul-06,20060863,2006,99,"2,514",204,24,6.08,47,46,101,6,260,1998,123,"2,719",57.833,-150.783,57 49.92,150 47.00,1
2006,4255,Standard grid,21-Jul-06,20061136,2006,91,"1,541",983,121,6.02,39,38,100,6,270,1998,212,"2,523",57.833,-151.1,57 49.98,151 06.02,1
2006,4296,Standard grid,21-Jun-06,20060438,2006,185,"3,886","1,127",132,6.02,29,24,100,6,280,1998,317,"5,013",56.667,-152.25,56 39.94,152 15.44,1
2006,4270,Standard grid,3-Jul-06,20060811,2006,91,"2,014",806,98,5.96,65,62,100,6,260,1998,189,"2,820",58.167,-150.483,58 10.03,150 28.84,1
2006,4257,Standard grid,22-Jul-06,20061139,2006,55,784,"1,480",178,5.96,33,28,100,6,270,1998,233,"2,264",57.833,-151.717,57 50.03,151 42.98,1
2006,4310,Standard grid,4-Jul-06,20060792,2006,61,930,"1,192",144,6.02,46,45,100,6,280,1998,205,"2,122",57,-151.983,56 59.88,151 58.80,1
2006,4246,Standard grid,24-Jul-06,20061142,2006,72,"1,398",735,96,6.02,58,46,100,6,260,1998,168,"2,133",57.667,-150.467,57 39.99,150 28.13,1
2006,5106,Standard grid,9-Aug-06,20061284,2006,141,"3,051","1,112",142,5.9,46,46,98,6,310,1998,283,"4,163",55.167,-157.533,55 09.96,157 32.01,1
2006,4303,Standard grid,20-Jun-06,20060396,2006,97,"2,095","1,244",149,5.96,46,42,99,6,280,1998,246,"3,339",56.833,-151.967,56 49.92,151 58.08,1
2006,5113,Standard grid,2-Aug-06,20061264,2006,58,946,"1,355",183,5.96,46,44,99,6,310,1998,241,"2,301",55.333,-157.817,55 19.94,157 49.05,1
2006,5218,Standard grid,22-Jul-06,20060831,2006,59,874,833,122,6.02,56,54,101,6,320,1998,181,"1,706",54.667,-160.433,54 40.24,160 26.36,1
2006,5133,Standard grid,25-Aug-06,20061086,2006,59,"1,459",897,127,5.96,45,43,99,6,310,1998,186,"2,356",55.833,-158.083,55 50.00,158 04.93,1
2006,4291,Standard grid,22-Jun-06,20060442,2006,133,"2,522","1,194",146,6.02,31,29,100,6,280,1998,279,"3,716",56.5,-152.85,56 30.00,152 51.37,1
2006,5123,Standard grid,17-Aug-06,20061320,2006,27,433,436,64,6.02,50,48,100,6,300,1998,91,870,55.667,-156.917,55 40.00,156 54.94,1
2006,4371,Standard grid,2-Jun-06,20060029,2006,62,873,"1,148",149,6.02,26,25,100,6,261,1998,211,"2,021",59.5,-152.15,59 29.59,152 08.68,1
2006,4304,Standard grid,4-Jul-06,20060794,2006,121,"1,825","1,397",167,6.02,55,53,100,6,280,1998,288,"3,222",56.833,-152.267,56 49.98,152 16.21,1
2006,5109,Standard grid,18-Aug-06,20061325,2006,80,"1,367",772,105,5.96,67,65,99,6,300,1998,185,"2,140",55.333,-156.65,55 19.89,156 39.50,1
2006,4256,Standard grid,22-Jul-06,20061138,2006,72,"1,441",556,63,5.96,30,29,100,6,270,1998,135,"1,996",57.833,-151.4,57 49.86,151 24.01,1
2006,5110,Standard grid,23-Aug-06,20061085,2006,67,986,885,126,5.9,50,50,98,6,300,1998,193,"1,871",55.333,-156.933,55 20.16,156 56.01,1
2006,3030,Standard grid,5-Aug-06,20061127,2006,51,"1,145",442,63,5.9,58,56,98,6,140,1998,114,"1,587",55,-133.717,55 00.00,133 42.76,1
2006,4212,Standard grid,4-Jul-06,20060816,2006,89,"1,277","1,345",157,6.02,52,50,100,6,260,1998,246,"2,623",58.5,-150.167,58 29.98,150 09.91,1
2006,4329,Standard grid,29-Jun-06,20060599,2006,84,"1,198","1,407",158,5.96,37,35,99,6,270,1998,242,"2,605",57.667,-151.717,57 39.89,151 41.42,1
2006,5112,Standard grid,9-Aug-06,20061283,2006,49,969,556,75,5.96,48,47,99,6,310,1998,124,"1,526",55.333,-157.517,55 19.94,157 31.00,1
2006,4325,Standard grid,2-Jul-06,20060784,2006,169,"4,738",832,97,6.02,47,44,100,6,270,1998,266,"5,570",57.5,-151.083,57 30.02,151 05.22,1
2006,4316,Standard grid,3-Jul-06,20060790,2006,78,"1,588","1,085",138,6.02,43,41,100,6,270,1998,216,"2,673",57.167,-151.683,57 09.89,151 40.77,1
2006,4295,Standard grid,21-Jun-06,20060437,2006,184,"3,934",856,103,6.02,40,29,100,6,280,1998,287,"4,790",56.667,-151.95,56 39.99,151 57.09,1
2006,4357,Standard grid,7-Jun-06,20060040,2006,180,"3,027",692,84,5.96,86,74,99,6,261,1998,264,"3,719",59,-152.117,59 00.05,152 06.33,1
2006,4311,Standard grid,4-Jul-06,20060793,2006,129,"2,778","1,078",135,6.02,42,41,100,6,280,1998,264,"3,856",57,-152.283,57 00.00,152 17.13,1
2006,4288,Standard grid,27-Jun-06,20060591,2006,201,"4,122",742,91,6.02,36,30,100,6,280,1998,292,"4,864",56.333,-153.433,56 20.05,153 25.84,1
2006,5155,Standard grid,26-Jul-06,20060925,2006,45,758,616,108,5.96,55,54,99,6,310,1998,153,"1,374",54.833,-158.7,54 50.03,158 42.08,1
2006,4253,Standard grid,14-Jul-06,20060864,2006,276,"6,802",558,66,6.02,50,49,100,6,260,1998,342,"7,359",57.833,-150.467,57 49.79,150 28.02,1
2006,5219,Standard grid,22-Jul-06,20060830,2006,82,"1,360",690,97,6.02,53,51,101,6,330,1998,179,"2,050",54.667,-160.717,54 40.38,160 43.25,1
2006,4322,Standard grid,3-Jul-06,20060791,2006,103,"2,042",972,121,6.02,35,34,100,6,270,1998,224,"3,015",57.333,-151.683,57 20.15,151 41.02,1
2006,5153,Standard grid,1-Aug-06,20061260,2006,53,856,398,55,5.96,82,55,99,6,310,1998,108,"1,254",54.833,-158.117,54 50.01,158 07.01,1
2006,4197,Standard grid,25-Jun-06,20060356,2006,158,"3,164","1,065",137,6.02,63,62,100,6,250,1998,295,"4,229",58.167,-149.217,58 10.00,149 13.11,1
2006,4247,Standard grid,24-Jul-06,20061141,2006,151,"3,205","1,286",167,5.96,47,44,100,6,270,1998,318,"4,491",57.667,-150.783,57 40.00,150 46.93,1
2006,5210,Standard grid,27-Jul-06,20060844,2006,41,867,775,118,6.08,38,35,101,6,340,1998,159,"1,642",54.5,-161.583,54 29.87,161 35.26,1
2006,4274,Standard grid,13-Jun-06,20060332,2006,88,"1,115","1,605",215,5.96,39,35,100,6,270,1998,303,"2,719",58.167,-151.733,58 09.97,151 40.98,1
2006,5108,Standard grid,2-Aug-06,20061266,2006,115,"1,873",870,113,5.96,58,57,99,6,310,1998,228,"2,743",55.167,-158.117,55 10.03,158 07.01,1
2006,5117,Standard grid,17-Aug-06,20061321,2006,135,"2,092",865,117,5.96,50,48,99,6,300,1998,252,"2,957",55.5,-156.917,55 30.00,156 55.00,1
2006,5111,Standard grid,9-Aug-06,20061282,2006,52,797,"1,187",148,5.96,50,49,99,6,310,1998,200,"1,983",55.333,-157.233,55 19.82,157 14.02,1
2006,4372,Standard grid,3-Jun-06,20060031,2006,45,807,"1,044",144,6.02,34,31,100,6,261,1998,189,"1,852",59.5,-152.483,59 30.09,152 29.36,1
2006,4361,Standard grid,7-Jun-06,20060042,2006,124,"2,246",841,106,6.02,80,74,100,6,261,1998,230,"3,086",59.167,-152.133,59 10.04,152 08.05,1
2006,5105,Standard grid,23-Aug-06,20061083,2006,62,"1,044",496,60,5.96,65,61,99,6,310,1998,122,"1,541",55.167,-157.233,55 09.91,157 13.97,1
2006,3025,Standard grid,3-Aug-06,20061119,2006,92,"3,334",127,14,5.9,81,71,98,6,140,1998,106,"3,461",54.833,-133.717,54 49.92,133 43.00,1
2006,5152,Standard grid,21-Jul-06,20060910,2006,119,"2,214",599,84,5.96,51,48,99,6,320,1998,203,"2,814",54.667,-160.15,54 39.98,160 09.00,1
2006,5010,Standard grid,3-Jun-06,20060046,2006,114,"2,056",874,110,6.08,53,49,101,6,290,1998,224,"2,930",56.167,-154.483,56 10.23,154 28.71,1
2006,5130,Standard grid,16-Aug-06,20061318,2006,46,608,692,85,5.96,58,54,99,6,300,1998,131,"1,301",55.833,-157.2,55 50.05,157 11.98,1
2006,5118,Standard grid,27-Aug-06,20061090,2006,74,"1,495",451,56,5.96,49,49,99,6,300,1998,130,"1,946",55.5,-157.217,55 29.91,157 12.97,1
2006,4309,Standard grid,20-Jun-06,20060394,2006,285,"6,382",811,100,6.02,49,41,100,6,270,1998,385,"7,193",57,-151.667,56 59.41,151 39.72,1
2006,5216,Standard grid,4-Aug-06,20060879,2006,44,591,"1,116",152,6.02,52,50,101,6,340,1998,196,"1,707",54.5,-163.883,54 29.96,163 53.41,1
2006,4356,Standard grid,7-Jun-06,20060041,2006,111,"1,821",558,69,5.9,81,62,100,6,260,1998,180,"2,379",59,-151.8,58 59.88,151 47.63,1
2006,5114,Standard grid,2-Aug-06,20061265,2006,49,787,747,101,5.96,61,59,99,6,310,1998,150,"1,534",55.333,-158.1,55 19.92,158 05.98,1
2006,3047,Standard grid,4-Jul-06,20060633,2006,42,679,917,140,5.96,53,45,99,6,151,1998,182,"1,595",55.333,-133.733,55 20.00,133 47.36,1
2006,4269,Standard grid,2-Jul-06,20060810,2006,148,"2,731","1,440",175,6.02,98,67,100,6,260,1998,323,"4,171",58.167,-150.167,58 10.06,150 10.00,1
2006,4293,Standard grid,23-Jun-06,20060445,2006,95,"1,612",737,89,6.02,51,49,100,6,280,1998,184,"2,349",56.5,-153.45,56 30.04,153 27.48,1
2006,5124,Standard grid,16-Aug-06,20061319,2006,27,723,805,120,5.96,48,47,99,6,300,1998,147,"1,529",55.667,-157.217,55 40.06,157 13.00,1
2006,4208,Standard grid,23-Jun-06,20060351,2006,131,"2,945",968,133,6.02,62,61,100,6,250,1998,264,"3,913",58.5,-148.883,58 29.99,148 53.20,1
2006,5125,Standard grid,27-Aug-06,20061092,2006,73,"1,039","1,146",145,5.96,56,54,99,6,300,1998,218,"2,186",55.667,-157.5,55 39.91,157 29.98,1
2006,5222,Standard grid,14-Jul-06,20060825,2006,59,"1,486",390,58,5.96,39,26,100,6,330,1998,117,"1,876",54.667,-161.583,54 40.19,161 34.97,1
2006,5220,Standard grid,21-Jul-06,20060828,2006,129,"2,187",943,119,6.08,53,40,101,6,330,1998,248,"3,130",54.667,-161.017,54 40.56,161 01.50,1
2006,4326,Standard grid,2-Jul-06,20060785,2006,95,"1,643",577,70,6.02,81,45,100,6,270,1998,165,"2,220",57.5,-151.383,57 28.98,151 23.11,1
2006,5132,Standard grid,13-Aug-06,20061310,2006,37,516,830,112,6.02,70,60,100,6,310,1998,149,"1,346",55.833,-157.8,55 49.83,157 48.00,1
2006,4198,Standard grid,26-Jun-06,20060358,2006,104,"1,687","1,236",162,6.02,61,59,100,6,260,1998,266,"2,923",58.167,-149.533,58 09.99,149 31.99,1
2006,4275,Standard grid,12-Jul-06,20060858,2006,76,"1,047","1,018",128,5.96,36,34,100,6,260,1998,204,"2,065",58.333,-150.8,58 19.44,150 47.97,1
2006,5120,Standard grid,22-Aug-06,20061081,2006,42,676,654,83,5.9,54,53,98,6,310,1998,125,"1,330",55.5,-157.8,55 30.05,157 48.00,1
2006,4201,Standard grid,24-Jun-06,20060354,2006,125,"2,555",506,74,6.02,70,68,100,6,250,1998,199,"3,061",58.333,-148.9,58 20.00,148 54.36,1
2006,5164,Standard grid,17-Jul-06,20060906,2006,130,"1,934","1,095",139,5.96,69,52,99,6,320,1998,269,"3,030",55,-160.45,55 00.00,160 26.95,1
2006,5214,Standard grid,3-Aug-06,20060875,2006,51,835,461,63,5.96,46,34,100,6,340,1998,114,"1,296",54.5,-163.3,54 30.18,163 18.22,1
2006,5165,Standard grid,18-Jul-06,20060907,2006,112,"2,492",835,122,5.96,55,48,99,6,320,1998,234,"3,327",55,-160.733,54 59.97,160 43.71,1
2006,4196,Standard grid,25-Jun-06,20060355,2006,217,"4,855",290,37,6.02,80,70,100,6,250,1998,254,"5,145",58.167,-148.9,58 10.00,148 53.67,1
2006,5001,Standard grid,6-Jul-06,20060722,2006,67,"1,328",355,52,6.02,54,52,100,6,290,1998,119,"1,683",56,-153.6,56 00.00,153 36.21,1
2006,5244,Standard grid,1-Jul-06,20060706,2006,115,"1,879",775,103,5.9,68,63,99,6,290,1998,218,"2,654",55.833,-155.117,55 50.00,155 07.10,1
2006,5015,Standard grid,2-Jun-06,20060043,2006,79,"1,128",946,122,5.96,50,47,100,6,290,1998,201,"2,074",56.333,-153.85,56 20.00,153 50.45,1
2006,2153,Standard grid,22-Jul-06,20060902,2006,1,11,179,26,5.84,48,25,97,6,132,1998,27,190,54.167,-132,54 10.20,132 00.01,1
2006,5176,Standard grid,10-Aug-06,20061287,2006,36,540,907,126,5.9,62,57,98,6,310,1998,162,"1,447",55.5,-158.983,55 30.00,158 59.02,1
2006,4292,Standard grid,23-Jun-06,20060444,2006,76,"1,408",737,96,6.02,43,37,100,6,280,1998,172,"2,145",56.5,-153.15,56 30.02,153 09.18,1
2006,5215,Standard grid,4-Aug-06,20060878,2006,49,731,722,95,6.02,54,45,100,6,340,1998,144,"1,453",54.5,-163.583,54 30.23,163 34.93,1
2006,4243,Standard grid,25-Jul-06,20061144,2006,134,"2,782","1,000",123,6.02,53,52,100,6,270,1998,257,"3,782",57.5,-150.767,57 29.95,150 46.03,1
2006,4178,Standard grid,18-Jul-06,20060968,2006,19,442,"1,341",196,6.02,56,53,100,6,240,1998,215,"1,784",59.5,-148.55,59 29.94,148 32.91,1
2006,4320,Standard grid,2-Jul-06,20060787,2006,263,"5,083",737,84,6.02,54,50,100,6,270,1998,347,"5,820",57.333,-151.067,57 19.74,151 03.71,1
2006,4265,Standard grid,21-Jul-06,20061093,2006,20,474,129,17,6.02,46,39,100,6,270,1998,37,603,58,-151.417,57 59.92,151 25.01,1
2006,5119,Standard grid,27-Aug-06,20061091,2006,118,"1,978",792,98,5.96,52,51,99,6,310,1998,216,"2,770",55.5,-157.517,55 29.99,157 30.94,1
2006,4367,Standard grid,5-Aug-06,20061299,2006,47,941,672,82,6.02,40,39,100,6,261,1998,129,"1,613",59.333,-152.467,59 19.86,152 27.83,1
2006,5217,Standard grid,4-Aug-06,20060880,2006,43,566,500,66,5.96,56,46,100,6,340,1998,109,"1,066",54.5,-164.167,54 30.08,164 09.34,1
2006,4317,Standard grid,5-Jul-06,20060796,2006,125,"2,437",858,105,6.02,42,37,100,6,270,1998,230,"3,295",57.167,-151.983,57 09.97,151 59.07,1
2006,5009,Standard grid,5-Jul-06,20060719,2006,88,"1,305",791,102,5.9,71,61,99,6,290,1998,190,"2,096",56.167,-154.183,56 10.00,154 11.04,1
2006,4206,Standard grid,2-Jul-06,20060808,2006,48,726,455,61,6.02,32,31,100,6,260,1998,109,"1,181",58.333,-150.483,58 20.03,150 29.15,1
2006,5134,Standard grid,25-Aug-06,20061087,2006,56,"1,038",418,61,5.96,64,57,99,6,310,1998,117,"1,456",55.833,-158.383,55 50.01,158 22.88,1
2006,4249,Standard grid,22-Jul-06,20061137,2006,79,"1,404",458,54,6.02,36,34,100,6,270,1998,133,"1,862",57.667,-151.4,57 39.80,151 24.00,1
2006,4199,Standard grid,26-Jun-06,20060357,2006,131,"2,068","1,124",141,6.02,100,64,100,6,260,1998,272,"3,192",58.167,-149.85,58 09.98,149 51.02,1
2006,5226,Standard grid,21-Jul-06,20060826,2006,29,460,875,124,6.08,59,52,101,6,330,1998,153,"1,335",54.833,-161.017,54 49.86,161 01.00,1
2006,5225,Standard grid,22-Jul-06,20060829,2006,43,576,961,136,5.96,57,52,100,6,320,1998,179,"1,537",54.833,-160.733,54 49.88,160 43.55,1
2006,3051,Standard grid,4-Jul-06,20060634,2006,40,"1,149",741,100,5.96,52,48,99,6,151,1998,140,"1,890",55.5,-134.017,55 30.00,134 01.14,1
2006,5195,Standard grid,23-Jul-06,20060832,2006,25,334,318,42,6.02,68,65,100,6,330,1998,67,652,54.333,-160.433,54 20.26,160 25.73,1
2006,5246,Standard grid,21-Jun-06,20060263,2006,101,"2,011",840,109,5.9,73,51,99,6,300,1998,210,"2,851",55.833,-156.017,55 50.00,156 00.88,1
2006,5131,Standard grid,16-Aug-06,20061317,2006,9,111,376,53,5.9,56,53,98,6,300,1998,62,488,55.833,-157.5,55 50.00,157 29.86,1
2006,5168,Standard grid,6-Aug-06,20061275,2006,146,"2,357",604,74,5.96,85,72,99,6,310,1998,220,"2,961",55.167,-158.983,55 10.00,158 59.14,1
2006,4248,Standard grid,24-Jul-06,20061140,2006,164,"2,771","1,129",130,6.02,42,41,100,6,270,1998,294,"3,900",57.667,-151.083,57 39.95,151 04.99,1
2006,5201,Standard grid,1-Aug-06,20060869,2006,58,"1,147",517,67,5.96,32,31,100,6,330,1998,125,"1,664",54.333,-162.15,54 20.00,162 09.44,1
2006,2079,Standard grid,26-Jun-06,20060659,2006,14,179,888,119,6.02,71,42,100,6,102,1998,133,"1,067",51.833,-128.7,51 49.99,128 42.07,1
2006,5149,Standard grid,23-Jul-06,20060916,2006,54,"1,125",591,81,5.96,41,38,99,6,320,1998,135,"1,715",54.667,-159.283,54 39.99,159 16.79,1
2006,4195,Standard grid,7-Jun-06,20060023,2006,337,"7,787",394,49,6.02,81,74,100,6,250,1998,386,"8,182",58,-149.217,58 00.03,149 13.02,1
2006,5161,Standard grid,26-Jul-06,20060924,2006,75,"1,406",385,48,5.96,77,68,99,6,310,1998,123,"1,791",55,-158.7,54 59.94,158 42.03,1
2006,5100,Standard grid,1-Aug-06,20061262,2006,160,"3,901",645,82,5.96,46,45,99,6,310,1998,242,"4,546",55,-157.833,54 59.97,157 50.05,1
2006,5198,Standard grid,25-Jul-06,20060840,2006,35,576,460,68,6.02,81,57,101,6,330,1998,103,"1,036",54.333,-161.283,54 20.19,161 17.35,1
